epc,rssi,phase,beam_id,frequency,time
30347A12301D57459682FF9F,-659,24,0,866900000,1572350690.5445492
30347A12301D5C859682FF73,-627,40,0,866900000,1572350690.5448859
30347A12301D53C59682FFA4,-741,42,0,866900000,1572350690.5568268
30347A12301D8F3B6F3FFF2E,-669,23,0,866900000,1572350690.562025
30347A12301D61059682FF58,-614,57,0,866900000,1572350690.5676944
30347A12301D72859682FF72,-680,51,0,866900000,1572350690.573357
30347A125C272A059682FF3E,-634,30,0,866900000,1572350690.576583
30347A12301D8FC59682FEFA,-659,30,0,866900000,1572350690.580745
30347A12301D77059682FF17,-687,56,0,866900000,1572350690.586886
30395F3C41407BACFFFED7AD,-694,17,0,866900000,1572350690.596778
30347A12301D7AC59682FF1E,-729,3,0,866900000,1572350690.600684
30347A125C272B059682FF38,-754,14,0,866900000,1572350690.604788
30347A12301D61059682FFBC,-710,33,0,866900000,1572350690.610636
30347A12301D67059682FF68,-741,16,0,866900000,1572350690.6160052
E28011700000020D350CE1BE,-694,5,0,866900000,1572350690.6196556
30347A12301D63859682FFB4,-649,53,0,866900000,1572350690.620727
E28011700000020D350CC58F,-719,6,0,866900000,1572350690.629076
30347A12301D56059682FF6F,-701,35,0,866900000,1572350690.635652
30347A12301D8D059682FEFE,-789,39,0,866900000,1572350690.6405869
30347A12301D65459682FF5D,-729,49,0,866900000,1572350690.646081
30347A125C272D859682FF54,-719,8,0,866900000,1572350690.652759
3034CB1FE04D3CA059E157EE,-762,60,0,866900000,1572350690.6567562
30347A12301D60459682FF90,-701,7,0,866900000,1572350690.660743
E28011700000020D350CAB3F,-674,22,0,866900000,1572350690.6653726
30347A12301D8A059682FF26,-701,29,0,866900000,1572350690.667372
30347A125C272AC59682FF31,-779,37,0,866900000,1572350690.6787431
E28011700000020D350CABEF,-680,20,0,866900000,1572350690.683722
30347A12301D63059682FFB1,-694,11,0,866900000,1572350690.6857028
30347A12301D63059682FFB0,-735,61,0,866900000,1572350690.698889
30347A12301D63459682FFB2,-779,18,0,866900000,1572350690.699572
30347A12301D7F059682FF14,-659,50,0,866900000,1572350690.71363
30347A12301D59859682FFA3,-649,46,0,866900000,1572350690.7155778
30347A12301D65459682FF5D,-729,41,0,866900000,1572350690.725874
30347A12301D77059682FF17,-649,51,0,866900000,1572350690.730221
30347A12301D6BC59682FF67,-669,15,0,866900000,1572350690.7365608
30347A12301D61059682FFBC,-710,25,0,866900000,1572350690.739875
30347A12301D8A059682FF26,-694,33,0,866900000,1572350690.7435448
30347A12301D63059682FFB1,-680,13,0,866900000,1572350690.7478988
30347A12301D7AC59682FF1E,-741,4,0,866900000,1572350690.749793
3034CB1FE04D3EA0730635B0,-729,22,0,866900000,1572350690.7666829
30395F3C41407BACFFFED7AD,-694,14,0,866900000,1572350690.7715056
30347A12301D57459682FF9F,-710,34,0,866900000,1572350690.781733
30347A12301D55C59682FF9B,-620,7,0,866900000,1572350690.7866118
30347A12301D72859682FF72,-649,51,0,866900000,1572350690.7896252
30347A12301D63059682FFB0,-729,0,0,866900000,1572350690.7992618
30347A12301D60459682FF90,-729,5,0,866900000,1572350690.8042474
E28011700000020D350CAB3F,-687,49,0,866900000,1572350690.811292
30347A12301D5A459682FF59,-789,59,0,866900000,1572350690.8176448
30347A12301D87059682FF12,-719,22,0,866900000,1572350690.822562
30347A12301D82C59682FF03,-701,20,0,866900000,1572350690.8276381
30347A12301D51459682FF61,-680,35,0,866900000,1572350690.831748
30347A12301D63859682FFB4,-674,14,0,866900000,1572350690.833626
3034CB1FE04D3CA059E157EE,-770,60,0,866900000,1572350690.857891
E28011700000020D350CC58F,-634,30,0,866900000,1572350690.861751
E28011700000020D350CAB2F,-649,38,0,866900000,1572350690.864376
30347A125C272D059682FF4C,-687,12,0,866900000,1572350690.875104
30347A12301D5C859682FF73,-674,26,0,866900000,1572350690.8787851
30347A125C272D859682FF54,-701,4,0,866900000,1572350690.890825
E28011700000020D350CABDF,-669,49,0,866900000,1572350690.901645
30347A12301D5C459682FF71,-762,43,0,866900000,1572350690.907525
30347A12301D81B48DFBEF62,-719,25,0,866900000,1572350690.912662
30347A12301D67059682FF68,-719,59,0,866900000,1572350690.916518
3034CB1FE04D352042513982,-762,0,0,866900000,1572350690.920428
30347A12301D88C59682FF29,-659,47,0,866900000,1572350690.927834
E28011700000020D350CE1BE,-669,53,0,866900000,1572350690.933418
30347A12301D87E89FFF9563,-719,36,0,866900000,1572350690.937446
30347A12301DD1459682FF5E,-729,8,0,866900000,1572350690.942673
30347A125C272AC59682FF36,-789,57,0,866900000,1572350690.952708
30347A12301D56059682FF6F,-754,27,0,866900000,1572350690.9546971
30347A12301D8F3B6F3FFF2E,-669,22,0,866900000,1572350690.963855
E28011700000020D350CABEF,-649,61,0,866900000,1572350690.9676642
30347A125C272B059682FF38,-719,0,0,866900000,1572350690.972546
30347A12301D63459682FFB2,-710,34,0,866900000,1572350690.97574
30347A12301D8FC59682FEFA,-687,37,0,866900000,1572350690.986839
30347A125C272B859682FF2E,-701,17,0,866900000,1572350690.988509
