beam_id,epc,frequency,phase,rssi,time,in_box
0,E2806894000040020364F88D,866900000,49,-513,1570717178.4160168,1
0,3035345E403DBDD99C838553,866900000,21,-729,1570717178.420021,0
0,3035345E3C3CBE199C8322B9,866900000,37,-710,1570717178.4240232,0
0,E28068940000400203650C8D,866900000,20,-500,1570717178.428365,1
0,E2806894000040020365188D,866900000,27,-506,1570717178.433343,1
0,E2806894000050020365108D,866900000,51,-548,1570717178.4373019,1
0,3035345E3C2B40999C8314BE,866900000,28,-719,1570717178.438099,0
0,3035345E3C3E59599C83249A,866900000,23,-687,1570717178.450148,0
0,E2806894000050020364F08D,866900000,36,-400,1570717178.4510221,1
0,E28068100000003931D4EA0E,866900000,53,-729,1570717178.460148,0
0,3035345E3C3B8B599C832199,866900000,14,-747,1570717178.464051,0
0,E2806894000040020365148D,866900000,61,-641,1570717178.472002,1
0,E2806894000040020364F88D,866900000,47,-506,1570717178.477344,1
0,3035345E3C3E59599C83249A,866900000,24,-694,1570717178.4811661,0
0,E2806894000050020365088D,866900000,21,-488,1570717178.485415,1
0,3035345E3C3CBE199C8322B9,866900000,34,-719,1570717178.489365,0
0,E28068100000003931D4EA0E,866900000,49,-754,1570717178.495214,0
0,3035345E403DBDD99C838553,866900000,20,-719,1570717178.499176,0
0,E2806894000040020365188D,866900000,26,-494,1570717178.5031278,1
0,E2806894000050020365048D,866900000,20,-627,1570717178.507079,1
0,E28068940000400203650C8D,866900000,19,-506,1570717178.511408,1
0,E2806894000050020364FC8D,866900000,62,-659,1570717178.515193,1
0,E2806894000050020365108D,866900000,57,-548,1570717178.5190778,1
0,E2806894000050020364F08D,866900000,33,-400,1570717178.5281556,1
0,3035345E3C2B40999C8314BE,866900000,24,-701,1570717178.531103,0
0,3035345E3C3B8B599C832199,866900000,17,-770,1570717178.539125,0
0,E28068100000003931D4F27C,866900000,12,-719,1570717178.54099,0
1,E28068940000400203650C8D,866900000,48,-460,1570717178.562165,1
1,E2806894000050020365048D,866900000,34,-548,1570717178.5684214,1
1,3035345E3C3D12D99C8322F9,866900000,0,-729,1570717178.5725188,0
1,3035345E3C4447999C832B9F,866900000,44,-735,1570717178.577152,0
1,3035345E3C3E44199C832448,866900000,19,-627,1570717178.581059,0
1,3035345E3C3E44199C832446,866900000,32,-609,1570717178.5850801,0
1,E2806894000040020364F88D,866900000,43,-513,1570717178.58909,1
1,3035345E3C3EE171312231E5,866900000,54,-649,1570717178.593091,0
1,3035345E3C3EE6199C832561,866900000,23,-669,1570717178.597087,0
1,E2806894000050020364F08D,866900000,38,-478,1570717178.601022,1
1,E2806894000040020365148D,866900000,28,-521,1570717178.605021,1
1,3035345E3C3E59599C83249A,866900000,30,-641,1570717178.609061,0
1,3035345E3C4597999C832DA9,866900000,49,-634,1570717178.615097,0
1,3035345E3C3E44199C83244A,866900000,58,-754,1570717178.63695,0
1,3035345E3C468ED99C832E6E,866900000,7,-649,1570717178.637227,0
1,E2806894000040020365188D,866900000,6,-687,1570717178.6374528,1
1,3035345E3C3EE6199C832562,866900000,16,-694,1570717178.637692,0
1,E2806894000050020364FC8D,866900000,23,-538,1570717178.6379242,1
1,3035345E3C4432199C832B74,866900000,63,-747,1570717178.6432462,0
1,3035345E3C3B8B599C832199,866900000,57,-754,1570717178.6471126,0
1,3035345E3C4751D99C832F1A,866900000,63,-735,1570717178.651237,0
1,3035345E3C3E44199C832447,866900000,56,-609,1570717178.656993,0
1,3035345E3C3D12D99C8322F7,866900000,38,-687,1570717178.6629689,0
1,3035345E3C45A2D99C832DAB,866900000,23,-614,1570717178.665966,0
1,3035345E3C4759D99C832F1B,866900000,35,-719,1570717178.671042,0
1,3035345E3C434FD99C832A45,866900000,49,-729,1570717178.675127,0
1,E28068100000003931D4F27C,866900000,42,-701,1570717178.68123,0
1,E2806894000050020365088D,866900000,26,-614,1570717178.688784,1
1,3035345E3C3CBE199C8322B9,866900000,30,-694,1570717178.6894991,0
1,3035345E3C3E44199C832445,866900000,31,-614,1570717178.705614,0
1,E2806894000040020365148D,866900000,26,-529,1570717178.715183,1
1,3035345E3C3B8B599C832199,866900000,56,-729,1570717178.718015,0
1,3035345E3C3CBE199C8322B9,866900000,30,-680,1570717178.7281199,0
1,3035345E3C3D13D99C832316,866900000,36,-641,1570717178.7320476,0
1,3035345E3C44B1999C832C8E,866900000,53,-729,1570717178.735975,0
1,3035345E3C43CC999C832AEE,866900000,30,-634,1570717178.7399788,0
1,3035345E3C3E59599C83249A,866900000,34,-634,1570717178.745316,0
1,E2806894000050020364F08D,866900000,40,-494,1570717178.7503374,1
1,3035345E3C3D12D99C8322FA,866900000,46,-701,1570717178.754318,0
1,3035345E3C2AFBD99C831460,866900000,36,-649,1570717178.7591882,0
1,3035345E3C44B1999C832C90,866900000,55,-641,1570717178.765727,0
1,E2806894000050020365088D,866900000,29,-627,1570717178.7706368,1
1,E2806894000040020365188D,866900000,5,-710,1570717178.776382,1
1,3035345E3C3D98999C832385,866900000,53,-789,1570717178.777199,0
1,3035345E3C3EE171312231E5,866900000,60,-641,1570717178.789238,0
1,3035345E3C4447999C832B9F,866900000,55,-701,1570717178.793015,0
1,3035345E3C468ED99C832E6E,866900000,16,-627,1570717178.796979,0
1,3035345E3C434FD99C832A45,866900000,50,-741,1570717178.801017,0
1,3035345E3C4432199C832B74,866900000,2,-729,1570717178.804964,0
1,3035345E3C2AFBD99C831461,866900000,21,-627,1570717178.808954,0
1,3035345E3C3E44199C832449,866900000,26,-694,1570717178.813144,0
1,30347A1200001B35C73FFFCB,866900000,27,-634,1570717178.816183,0
1,3035345E3C3E44199C832448,866900000,30,-598,1570717178.826418,0
1,3035345E3C3E5AD99C83249B,866900000,8,-674,1570717178.830561,0
1,E28068940000400203650C8D,866900000,53,-460,1570717178.834492,1
1,3035345E3C44B1999C832C93,866900000,16,-694,1570717178.8394132,0
1,3035345E3C3D13D99C83231A,866900000,59,-659,1570717178.844332,0
1,3035345E3C45A2D99C832DAB,866900000,29,-614,1570717178.848127,0
1,E2806894000050020364FC8D,866900000,27,-538,1570717178.852997,1
1,E2806894000050020365048D,866900000,44,-538,1570717178.859128,1
1,3035345E3C44B1999C832C91,866900000,48,-687,1570717178.865039,0
1,E2806894000040020364F48D,866900000,44,-460,1570717178.869997,1
1,E28068100000003931D4F27C,866900000,37,-754,1570717178.874946,0
1,3035345E3C475A599C832F1E,866900000,41,-687,1570717178.880906,0
1,3035345E3C3D12D99C8322F8,866900000,24,-669,1570717178.884916,0
1,3035345E3C3EE6199C832561,866900000,29,-669,1570717178.890286,0
1,3035345E3C3BC5999C8321FC,866900000,58,-754,1570717178.896333,0
1,3035345E3C4597599C832DA8,866900000,25,-627,1570717178.901422,0
1,3035345E3C4759D99C832F1B,866900000,39,-719,1570717178.9055328,0
1,3035345E3C4693599C832E6F,866900000,47,-649,1570717178.909384,0
1,3035345E3C475A199C832F1D,866900000,8,-687,1570717178.915172,0
1,E2806894000040020364F88D,866900000,47,-494,1570717178.91904,1
1,3035345E3C3E44199C832446,866900000,47,-598,1570717178.927136,0
1,30347A1200001AEBFEFBB7C8,866900000,46,-694,1570717178.93401,0
1,3035345E3C3EE6199C832562,866900000,22,-687,1570717178.9409919,0
1,3035345E3C1BD4599C8308A5,866900000,62,-735,1570717178.9433012,0
1,3035345E3C43E2D99C832B05,866900000,11,-669,1570717178.951385,0
1,3035345E3C475A199C832F1C,866900000,25,-694,1570717178.9592562,0
1,3035345E3C3D13199C8322FC,866900000,15,-710,1570717178.96444,0
1,3035345E3C3D12D99C8322F7,866900000,41,-680,1570717178.969418,0
1,3035345E3C3E44199C83244A,866900000,6,-741,1570717178.971425,0
1,3035345E3C3E44199C832447,866900000,0,-609,1570717178.9783206,0
0,E2806894000040020365188D,866900000,11,-513,1570717178.99514,1
0,3035345E3C3E59599C83249A,866900000,28,-669,1570717178.9990199,0
0,E28068940000400203650C8D,866900000,16,-500,1570717179.004027,1
0,E2806894000050020365108D,866900000,43,-529,1570717179.007971,1
0,E2806894000050020364FC8D,866900000,6,-649,1570717179.012149,1
0,3035345E3C3E44199C832449,866900000,47,-735,1570717179.0153458,0
0,E2806894000050020365088D,866900000,17,-488,1570717179.0231512,1
0,3035345E3C3CBE199C8322B9,866900000,50,-680,1570717179.0281081,0
0,3035345E3C2B40999C8314BE,866900000,34,-694,1570717179.032022,0
0,E2806894000050020365048D,866900000,14,-641,1570717179.0372891,1
0,E2806894000040020364F88D,866900000,47,-554,1570717179.0413284,1
0,E2806894000040020365148D,866900000,60,-674,1570717179.045335,1
0,E2806894000050020364F08D,866900000,26,-418,1570717179.050077,1
0,3035345E403DBDD99C838553,866900000,27,-754,1570717179.053246,0
0,3035345E3C4447999C832B9F,866900000,57,-710,1570717179.059106,0
0,3035345E3C44B1999C832C8E,866900000,0,-754,1570717179.06,0
0,E28068100000003931D4F27C,866900000,18,-729,1570717179.067022,0
0,3035345E3C3CBE199C8322B9,866900000,53,-680,1570717179.07935,0
0,3035345E3C3E44199C832449,866900000,51,-719,1570717179.0832498,0
0,E2806894000050020365088D,866900000,16,-500,1570717179.0872462,1
0,E28068940000400203650C8D,866900000,16,-494,1570717179.092106,1
0,3035345E3C2B40999C8314BE,866900000,37,-710,1570717179.096236,0
0,E2806894000050020365108D,866900000,42,-521,1570717179.100304,1
0,E2806894000040020365188D,866900000,11,-513,1570717179.105228,1
0,E2806894000050020364FC8D,866900000,6,-620,1570717179.110369,1
0,E2806894000050020364F08D,866900000,28,-409,1570717179.116065,1
0,E2806894000050020365048D,866900000,11,-649,1570717179.1201768,1
0,3035345E3C3E59599C83249A,866900000,34,-659,1570717179.126018,0
0,E28068100000003931D4F27C,866900000,12,-729,1570717179.1289961,0
0,E2806894000040020364F88D,866900000,49,-538,1570717179.136956,1
0,3035345E3C4447999C832B9F,866900000,61,-741,1570717179.141943,0
0,E2806894000040020365148D,866900000,3,-659,1570717179.144187,1
1,3035345E3C3E44199C832447,866900000,63,-609,1570717179.1643982,0
1,E2806894000050020364FC8D,866900000,23,-529,1570717179.1683052,1
1,3035345E3C3E44199C832445,866900000,38,-614,1570717179.173269,0
1,E2806894000040020365148D,866900000,26,-529,1570717179.175273,1
1,E2806894000040020364F88D,866900000,47,-494,1570717179.183091,1
1,3035345E3C468ED99C832E6E,866900000,16,-634,1570717179.187152,0
1,3035345E3C4432199C832B74,866900000,6,-735,1570717179.202114,0
1,E2806894000050020365088D,866900000,24,-614,1570717179.2059631,1
1,3035345E3C3D12D99C8322F7,866900000,38,-687,1570717179.2099671,0
1,E2806894000050020364F08D,866900000,47,-488,1570717179.2204714,1
1,3035345E3C3D13D99C83231A,866900000,55,-659,1570717179.224452,0
1,3035345E3C44B1999C832C91,866900000,47,-669,1570717179.2293274,0
1,E28068940000400203650C8D,866900000,0,-460,1570717179.2361472,1
1,3035345E3C4597599C832DA8,866900000,25,-649,1570717179.239989,0
1,3035345E3C3EE6199C832562,866900000,21,-710,1570717179.2451868,0
1,3035345E3C43E2D99C832B05,866900000,8,-659,1570717179.250999,0
1,3035345E3C4759D99C832F1B,866900000,47,-729,1570717179.255989,0
1,3035345E3C44B1999C832C93,866900000,14,-659,1570717179.263967,0
1,3035345E3C3E44199C832448,866900000,35,-609,1570717179.265918,0
1,3035345E3C44B1999C832C90,866900000,61,-649,1570717179.277256,0
1,3035345E3C3D0F199C8322F6,866900000,23,-741,1570717179.2834704,0
1,3035345E3C475A199C832F1C,866900000,28,-687,1570717179.289534,0
1,3035345E3C3E44199C832446,866900000,49,-598,1570717179.2933474,0
1,3035345E3C3D12D99C8322FA,866900000,48,-680,1570717179.297224,0
1,3035345E3C3B8B599C832199,866900000,53,-795,1570717179.302182,0
1,3035345E3C3D13D99C832315,866900000,20,-669,1570717179.305999,0
1,3035345E3C2AFBD99C831461,866900000,37,-620,1570717179.3079698,0
1,E2806894000040020364F48D,866900000,46,-469,1570717179.317091,1
1,3035345E3C3CBE199C8322B9,866900000,41,-680,1570717179.320987,0
1,3035345E3C3D13D99C832316,866900000,37,-627,1570717179.324962,0
1,3035345E3C4693599C832E6F,866900000,56,-627,1570717179.328974,0
1,3035345E3C3BC5999C8321FC,866900000,2,-710,1570717179.334083,0
1,E2806894000040020365188D,866900000,4,-701,1570717179.338342,1
1,3035345E3C3EE171312231E5,866900000,63,-634,1570717179.3420892,0
1,3035345E3C3D13199C8322FC,866900000,13,-680,1570717179.3472722,0
1,3035345E3C45A2D99C832DAB,866900000,47,-609,1570717179.351566,0
1,E2806894000050020365048D,866900000,49,-521,1570717179.356373,1
1,3035345E3C3EE6199C832561,866900000,37,-669,1570717179.357152,0
1,3035345E3C3E5AD99C83249B,866900000,35,-659,1570717179.366238,0
1,3035345E3C475A599C832F1E,866900000,59,-701,1570717179.370135,0
1,E28068100000003931D4F27C,866900000,52,-747,1570717179.373983,0
1,3035345E3C3D13199C8322FB,866900000,41,-674,1570717179.379176,0
1,3035345E3C3E59599C83249A,866900000,2,-649,1570717179.384025,0
1,3035345E3C3E44199C83244A,866900000,29,-741,1570717179.395016,0
1,3035345E3C475A199C832F1D,866900000,45,-694,1570717179.4030368,0
1,3035345E3C3D12D99C8322F8,866900000,36,-659,1570717179.4079518,0
1,3035345E3C4447999C832B9F,866900000,37,-680,1570717179.4140382,0
1,3035345E3C3E44199C832449,866900000,53,-687,1570717179.414308,0
1,3035345E3C434FD99C832A45,866900000,22,-754,1570717179.427598,0
1,E2806894000040020364F48D,866900000,46,-478,1570717179.435175,1
1,3035345E3C3E44199C832449,866900000,57,-710,1570717179.439021,0
1,3035345E3C4759D99C832F1B,866900000,16,-710,1570717179.4430444,0
1,3035345E3C3E44199C832447,866900000,38,-598,1570717179.452108,0
1,E2806894000050020365048D,866900000,7,-506,1570717179.45599,1
1,E2806894000050020364FC8D,866900000,46,-521,1570717179.461962,1
1,3035345E3C3E44199C832446,866900000,23,-573,1570717179.467027,0
1,3035345E3C44B1999C832C90,866900000,36,-659,1570717179.472348,0
1,3035345E3C43E2D99C832B07,866900000,49,-598,1570717179.477244,0
1,3035345E3C4597999C832DA9,866900000,39,-620,1570717179.482223,0
1,3035345E3C3D13D99C832316,866900000,2,-634,1570717179.4915671,0
1,3035345E3C3E5AD99C83249B,866900000,5,-659,1570717179.497217,0
1,3035345E3C3E44199C832448,866900000,16,-598,1570717179.502207,0
1,3035345E3C44B1999C832C94,866900000,57,-710,1570717179.5070279,0
1,3035345E3C3D13D99C832315,866900000,59,-669,1570717179.508978,0
