beam_id,epc,frequency,phase,rssi,time
0,E2806894000050020364F08D,866900000,6,-409,1570716447.761066
0,E28068940000400203650C8D,866900000,29,-469,1570716447.764061
0,E2806894000050020365048D,866900000,40,-589,1570716447.769141
0,E2806894000050020365108D,866900000,32,-609,1570716447.772067
0,E2806894000040020364F48D,866900000,61,-529,1570716447.7775939
0,E2806894000040020364F88D,866900000,3,-488,1570716447.7812636
0,E2806894000040020365188D,866900000,6,-589,1570716447.7863538
0,E2806894000050020365088D,866900000,38,-548,1570716447.7881842
0,E2806894000040020365148D,866900000,41,-548,1570716447.8012226
0,E2806894000050020364FC8D,866900000,4,-538,1570716447.80505
0,E2806894000050020364FC8D,866900000,11,-538,1570716447.814083
0,E28068940000400203650C8D,866900000,30,-469,1570716447.8181212
0,E2806894000050020364F08D,866900000,10,-409,1570716447.8220599
0,E2806894000050020365088D,866900000,47,-548,1570716447.826061
0,E2806894000040020364F48D,866900000,8,-538,1570716447.830218
0,E2806894000050020365108D,866900000,50,-614,1570716447.838333
0,E2806894000050020365048D,866900000,54,-581,1570716447.849329
0,E2806894000040020365188D,866900000,17,-581,1570716447.8521442
0,E2806894000040020364F88D,866900000,8,-488,1570716447.862144
0,E2806894000040020365148D,866900000,51,-548,1570716447.8681529
1,E2806894000050020365048D,866900000,58,-554,1570716447.8801658
1,E28068940000400203650C8D,866900000,20,-500,1570716447.8840902
1,E2806894000050020365088D,866900000,62,-494,1570716447.8860462
1,E2806894000050020364F08D,866900000,5,-428,1570716447.9004462
1,E28011700000020EC2507060,866900000,9,-687,1570716447.904394
1,E2806894000040020364F88D,866900000,33,-469,1570716447.9085
1,E28011700000020EC2507067,866900000,27,-710,1570716447.91237
1,E2806894000040020365188D,866900000,51,-641,1570716447.9183972
1,E2806894000040020365148D,866900000,6,-560,1570716447.921458
1,E2806894000050020365108D,866900000,30,-598,1570716447.925237
1,E28011700000020EC2506966,866900000,61,-719,1570716447.930376
1,E28011700000020EC2506861,866900000,28,-754,1570716447.9351661
1,E2806894000040020364F48D,866900000,54,-609,1570716447.936085
1,E2806894000040020365188D,866900000,51,-641,1570716447.950117
1,E2806894000040020364F88D,866900000,33,-460,1570716447.954421
1,E28011700000020EC2506861,866900000,27,-735,1570716447.95925
1,E28011700000020EC2506966,866900000,56,-729,1570716447.963229
1,E2806894000050020365088D,866900000,62,-500,1570716447.967359
1,E2806894000050020364F08D,866900000,6,-440,1570716447.972386
1,E28011700000020EC2507060,866900000,6,-680,1570716447.974422
1,E2806894000050020365108D,866900000,32,-609,1570716447.98338
1,E28068940000400203650C8D,866900000,20,-500,1570716447.987326
1,E2806894000040020364F48D,866900000,54,-598,1570716447.992203
1,E2806894000050020365048D,866900000,59,-554,1570716447.99822
1,E28011700000020EC2507067,866900000,31,-710,1570716448.0121028
1,E2806894000040020365148D,866900000,6,-560,1570716448.0171046
0,E2806894000040020364F48D,866900000,11,-538,1570716448.035409
0,E2806894000050020365108D,866900000,48,-627,1570716448.0394628
0,E28068940000400203650C8D,866900000,31,-460,1570716448.0434716
